Order Dt,Time,Ticket#,Dish,Qty
2022-06-05,09:36:00,T-2206217,Samosas,1
2022-06-05,09:36:00,T-2206217,FETTUCCINE,1
2022-06-05,09:36:00,T-2206217,PotatoWedges,1
2022-06-05,09:36:00,T-2206217,various flavors with toppings,2
2022-06-05,09:36:00,T-2206217,Liqueurs,1
05/06/2022,10:12:00,T-2206218,Shrimp Cocktail,3
2022-06-05,10:12:00,T-2206218,pork chops,1
2022-06-05,10:12:00,T-2206218,GRILLED VEGETABLES,2
2022-06-05,10:12:00,T-2206218,key lime pie,1
05/06/2022,10:12:00,T-2206218,Whiskey,3
2022-06-05,10:48:00,T-2206219,ShrimpCocktail,1
2022-06-05,10:48:00,T-2206219,vegetable stir-fry,1
2022-06-05,10:48:00,T-2206219,POTATO WEDGES,1
2022-06-05,10:48:00,T-2206219,Tiramisu,1
2022-06-05,10:48:00,T-2206219,,3
2022-06-05,11:24:00,T-2206220,SeafoodSkewers,1
2022-06-05,11:24:00,T-2206220,Grilled Fish,1
2022-06-05,11:24:00,T-2206220,naan bread,3
2022-06-05,11:24:00,T-2206220,Sliced Fruits,2
05/06/2022,11:24:00,T-2206220,Whiskey,2
2022-06-05,12:00:00,T-2206221,Samosas,1
2022-06-05,12:00:00,T-2206221,Grilled Fish,1
2022-06-05,12:00:00,T-2206221,PLAIN RICE,3
05/06/2022,12:00:00,T-2206221,Chocolate Cake,2
2022-06-05,12:00:00,T-2206221,whiskey,3
2022-06-05,12:36:00,T-2206222,Samosas,3
05/06/2022,12:36:00,T-2206222,LASAGNA,2
2022-06-05,12:36:00,T-2206222,mixed vegetable medley,1
2022-06-05,12:36:00,T-2206222,KEY LIME PIE,3
2022-06-05,12:36:00,T-2206222,Lemonade,1
2022-06-05,13:12:00,T-2206223,Tomato Soup,1
2022-06-05,13:12:00,T-2206223,Roasted Duck,2
2022-06-05,13:12:00,T-2206223,Pilaf,2
2022-06-05,13:12:00,T-2206223,Carrot Cake,2
2022-06-05,13:12:00,T-2206223,Soda,1
05/06/2022,13:48:00,T-2206224,samosas,1
2022-06-05,13:48:00,T-2206224,fried fish,3
05/06/2022,13:48:00,T-2206224,naan bread,1
2022-06-05,13:48:00,T-2206224,SLICED FRUITS,4
2022-06-05,13:48:00,T-2206224,Iced Tea,3
2022-06-05,14:24:00,T-2206225,garden salad,3
05/06/2022,14:24:00,T-2206225,SushiRolls,3
05/06/2022,14:24:00,T-2206225,PlainRice,3
2022-06-05,14:24:00,T-2206225,Key Lime Pie,1
2022-06-05,14:24:00,T-2206225,Liqueurs,3
05/06/2022,15:00:00,T-2206226,CaesarSalad,2
05/06/2022,15:00:00,T-2206226,Turkey Dishes,3
2022-06-05,15:00:00,T-2206226,Plain Rice,1
05/06/2022,15:00:00,T-2206226,Custard,2
2022-06-05,15:00:00,T-2206226,Liqueurs,1
2022-06-05,15:36:00,T-2206227,Caesar Salad,1
2022-06-05,15:36:00,T-2206227,CHICKEN BREAST,2
2022-06-05,15:36:00,T-2206227,Fried Rice,1
2022-06-05,15:36:00,T-2206227,,1
2022-06-05,15:36:00,T-2206227,iced tea,1
2022-06-05,16:12:00,T-2206228,CalamariRings,2
05/06/2022,16:12:00,T-2206228,Salads,2
2022-06-05,16:12:00,T-2206228,PLAIN RICE,1
2022-06-05,16:12:00,T-2206228,cheesecake,1
05/06/2022,16:12:00,T-2206228,Lemonade,1
2022-06-05,16:48:00,T-2206229,calamari rings,3
2022-06-05,16:48:00,T-2206229,steaks,4
2022-06-05,16:48:00,T-2206229,ROASTED POTATOES,1
2022-06-05,16:48:00,T-2206229,CarrotCake,2
2022-06-05,16:48:00,T-2206229,BEER,4
2022-06-05,17:24:00,T-2206230,Calamari Rings,1
2022-06-05,17:24:00,T-2206230,Burgers,2
2022-06-05,17:24:00,T-2206230,Plain Rice,1
2022-06-05,17:24:00,T-2206230,,3
2022-06-05,17:24:00,T-2206230,Water,1
2022-06-05,18:00:00,T-2206231,CALAMARI RINGS,1
2022-06-05,18:00:00,T-2206231,grilled fish,2
2022-06-05,18:00:00,T-2206231,Plain Rice,1
05/06/2022,18:00:00,T-2206231,Cheesecake,3
2022-06-05,18:00:00,T-2206231,LIQUEURS,1
2022-06-05,18:36:00,T-2206232,shrimp cocktail,1
05/06/2022,18:36:00,T-2206232,Seafood Pasta,3
2022-06-05,18:36:00,T-2206232,Steamed Vegetables,3
2022-06-05,18:36:00,T-2206232,RicePudding,4
2022-06-05,18:36:00,T-2206232,iced tea,1
2022-06-05,19:12:00,T-2206233,Shrimp Cocktail,1
2022-06-05,19:12:00,T-2206233,Fettuccine,5
2022-06-05,19:12:00,T-2206233,POTATO WEDGES,2
05/06/2022,19:12:00,T-2206233,Various Flavors with Toppings,1
05/06/2022,19:12:00,T-2206233,Iced Tea,4
05/06/2022,19:48:00,T-2206234,CHICKEN SOUP,1
2022-06-05,19:48:00,T-2206234,Lasagna,1
05/06/2022,19:48:00,T-2206234,french fries,1
2022-06-05,19:48:00,T-2206234,chocolate pudding,2
2022-06-05,19:48:00,T-2206234,Wine,1
2022-06-05,20:24:00,T-2206235,SPRING ROLLS,1
2022-06-05,20:24:00,T-2206235,Spaghetti,2
05/06/2022,20:24:00,T-2206235,potato wedges,2
2022-06-05,20:24:00,T-2206235,carrot cake,5
2022-06-05,20:24:00,T-2206235,Soda,1
2022-06-05,21:00:00,T-2206236,Spring Rolls,2
2022-06-05,21:00:00,T-2206236,steaks,4
2022-06-05,21:00:00,T-2206236,Grilled Vegetables,2
2022-06-05,21:00:00,T-2206236,FruitSalad,4
05/06/2022,21:00:00,T-2206236,WATER,2
2022-06-05,21:36:00,T-2206237,Shrimp Cocktail,1
05/06/2022,21:36:00,T-2206237,SUSHI ROLLS,1
2022-06-05,21:36:00,T-2206237,,2
2022-06-05,21:36:00,T-2206237,sliced fruits,3
2022-06-05,21:36:00,T-2206237,Cocktails,3
05/06/2022,22:12:00,T-2206238,caesar salad,1
2022-06-05,22:12:00,T-2206238,Ravioli,1
2022-06-05,22:12:00,T-2206238,,1
05/06/2022,22:12:00,T-2206238,CHERRY PIE,1
05/06/2022,22:12:00,T-2206238,Beer,1
2022-06-05,22:48:00,T-2206239,CHICKEN SOUP,1
2022-06-05,22:48:00,T-2206239,SEAFOOD PASTA,1
2022-06-05,22:48:00,T-2206239,plain rice,1
2022-06-05,22:48:00,T-2206239,,6
2022-06-05,22:48:00,T-2206239,ICED TEA,2
2022-06-05,23:24:00,T-2206240,CaesarSalad,1
2022-06-05,23:24:00,T-2206240,GRILLED FISH,3
05/06/2022,23:24:00,T-2206240,French Fries,1
2022-06-05,23:24:00,T-2206240,RICE PUDDING,3
2022-06-05,23:24:00,T-2206240,wine,1
2022-06-06,00:00:00,T-2206241,Bruschetta,1
2022-06-06,00:00:00,T-2206241,Burgers,1
2022-06-06,00:00:00,T-2206241,Potato Wedges,1
2022-06-06,00:00:00,T-2206241,Cherry Pie,1
2022-06-06,00:00:00,T-2206241,Water,4
2022-06-06,00:36:00,T-2206242,Bruschetta,1
2022-06-06,00:36:00,T-2206242,TOFU DISHES,1
2022-06-06,00:36:00,T-2206242,Dinner Rolls,1
2022-06-06,00:36:00,T-2206242,sliced fruits,1
2022-06-06,00:36:00,T-2206242,Vodka,1
2022-06-06,01:12:00,T-2206243,shrimp cocktail,2
06/06/2022,01:12:00,T-2206243,Burgers,1
2022-06-06,01:12:00,T-2206243,NaanBread,1
2022-06-06,01:12:00,T-2206243,Fruit Platter,1
06/06/2022,01:12:00,T-2206243,Coffee,1
2022-06-06,01:48:00,T-2206244,Garden Salad,1
2022-06-06,01:48:00,T-2206244,LAMB CHOPS,1
2022-06-06,01:48:00,T-2206244,Fried Rice,1
2022-06-06,01:48:00,T-2206244,rice pudding,1
2022-06-06,01:48:00,T-2206244,vodka,1
2022-06-06,02:24:00,T-2206245,samosas,1
2022-06-06,02:24:00,T-2206245,Roasted Duck,1
2022-06-06,02:24:00,T-2206245,Potato Wedges,1
2022-06-06,02:24:00,T-2206245,CUSTARD,1
2022-06-06,02:24:00,T-2206245,Coffee,1
2022-06-06,03:00:00,T-2206246,Shrimp Cocktail,1
2022-06-06,03:00:00,T-2206246,Sushi Rolls,1
2022-06-06,03:00:00,T-2206246,FRIED RICE,2
2022-06-06,03:00:00,T-2206246,tiramisu,1
2022-06-06,03:00:00,T-2206246,Iced Tea,1
2022-06-06,03:36:00,T-2206247,chicken soup,2
2022-06-06,03:36:00,T-2206247,FRIED FISH,1
2022-06-06,03:36:00,T-2206247,Garlic Bread,1
2022-06-06,03:36:00,T-2206247,CHERRY PIE,1
2022-06-06,03:36:00,T-2206247,iced tea,1
2022-06-06,04:12:00,T-2206248,SEAFOOD SKEWERS,1
2022-06-06,04:12:00,T-2206248,Steaks,1
2022-06-06,04:12:00,T-2206248,,1
2022-06-06,04:12:00,T-2206248,CARROT CAKE,1
2022-06-06,04:12:00,T-2206248,Juice,2
2022-06-06,04:48:00,T-2206249,spring rolls,1
2022-06-06,04:48:00,T-2206249,Fettuccine,2
2022-06-06,04:48:00,T-2206249,pilaf,1
06/06/2022,04:48:00,T-2206249,SLICED FRUITS,1
2022-06-06,04:48:00,T-2206249,Coffee,1
2022-06-06,05:24:00,T-2206250,Samosas,1
2022-06-06,05:24:00,T-2206250,Pork Chops,2
2022-06-06,05:24:00,T-2206250,naan bread,1
2022-06-06,05:24:00,T-2206250,Chocolate Cake,3
2022-06-06,05:24:00,T-2206250,lemonade,1
2022-06-06,06:00:00,T-2206251,Shrimp Cocktail,1
2022-06-06,06:00:00,T-2206251,grilled fish,1
2022-06-06,06:00:00,T-2206251,Grilled Vegetables,1
2022-06-06,06:00:00,T-2206251,Custard,5
2022-06-06,06:00:00,T-2206251,Soda,1
2022-06-06,06:36:00,T-2206252,Bruschetta,1
2022-06-06,06:36:00,T-2206252,Lasagna,1
2022-06-06,06:36:00,T-2206252,Pilaf,1
2022-06-06,06:36:00,T-2206252,VariousFlavorswithToppings,1
2022-06-06,06:36:00,T-2206252,Soda,1
2022-06-06,07:12:00,T-2206253,SEAFOOD SKEWERS,1
06/06/2022,07:12:00,T-2206253,ChickenBreast,1
06/06/2022,07:12:00,T-2206253,mixed vegetable medley,1
2022-06-06,07:12:00,T-2206253,chocolate cake,5
2022-06-06,07:12:00,T-2206253,Cocktails,1
2022-06-06,07:48:00,T-2206254,Samosas,1
2022-06-06,07:48:00,T-2206254,Vegetarian Pasta,1
2022-06-06,07:48:00,T-2206254,mixed vegetable medley,1
2022-06-06,07:48:00,T-2206254,,1
06/06/2022,07:48:00,T-2206254,Coffee,1
2022-06-06,08:24:00,T-2206255,Caesar Salad,1
06/06/2022,08:24:00,T-2206255,Fettuccine,1
06/06/2022,08:24:00,T-2206255,Potato Wedges,1
2022-06-06,08:24:00,T-2206255,cherry pie,1
2022-06-06,08:24:00,T-2206255,Whiskey,1
2022-06-06,09:00:00,T-2206256,Bruschetta,1
2022-06-06,09:00:00,T-2206256,Lamb Chops,1
2022-06-06,09:00:00,T-2206256,,1
2022-06-06,09:00:00,T-2206256,Rice Pudding,1
06/06/2022,09:00:00,T-2206256,Liqueurs,2
2022-06-06,09:36:00,T-2206257,samosas,1
2022-06-06,09:36:00,T-2206257,roasted duck,1
2022-06-06,09:36:00,T-2206257,DINNER ROLLS,1
2022-06-06,09:36:00,T-2206257,Fruit Platter,1
06/06/2022,09:36:00,T-2206257,WATER,1
2022-06-06,10:12:00,T-2206258,Caesar Salad,2
2022-06-06,10:12:00,T-2206258,Salads,1
2022-06-06,10:12:00,T-2206258,Pilaf,1
2022-06-06,10:12:00,T-2206258,cheesecake,1
2022-06-06,10:12:00,T-2206258,Cocktails,1
2022-06-06,10:48:00,T-2206259,SHRIMP COCKTAIL,1
2022-06-06,10:48:00,T-2206259,BURGERS,2
2022-06-06,10:48:00,T-2206259,French Fries,1
2022-06-06,10:48:00,T-2206259,fruit platter,1
2022-06-06,10:48:00,T-2206259,wine,1
2022-06-06,11:24:00,T-2206260,Samosas,1
2022-06-06,11:24:00,T-2206260,Roasted Duck,1
06/06/2022,11:24:00,T-2206260,Roasted Potatoes,3
2022-06-06,11:24:00,T-2206260,Key Lime Pie,1
2022-06-06,11:24:00,T-2206260,WHISKEY,1
2022-06-06,12:00:00,T-2206261,Seafood Skewers,1
2022-06-06,12:00:00,T-2206261,LAMB CHOPS,1
2022-06-06,12:00:00,T-2206261,NAAN BREAD,1
06/06/2022,12:00:00,T-2206261,CUSTARD,1
2022-06-06,12:00:00,T-2206261,,1
2022-06-06,12:36:00,T-2206262,Samosas,1
06/06/2022,12:36:00,T-2206262,Fried Fish,1
06/06/2022,12:36:00,T-2206262,STEAMED VEGETABLES,1
2022-06-06,12:36:00,T-2206262,chocolate cake,3
2022-06-06,12:36:00,T-2206262,vodka,1
2022-06-06,13:12:00,T-2206263,GARDEN SALAD,2
2022-06-06,13:12:00,T-2206263,Lasagna,1
2022-06-06,13:12:00,T-2206263,Plain Rice,2
2022-06-06,13:12:00,T-2206263,CHOCOLATE CAKE,1
06/06/2022,13:12:00,T-2206263,whiskey,2
06/06/2022,13:48:00,T-2206264,seafood skewers,3
2022-06-06,13:48:00,T-2206264,Fettuccine,1
2022-06-06,13:48:00,T-2206264,GRILLED VEGETABLES,1
2022-06-06,13:48:00,T-2206264,Fruit Salad,1
2022-06-06,13:48:00,T-2206264,Cocktails,1
06/06/2022,14:24:00,T-2206265,CalamariRings,1
06/06/2022,14:24:00,T-2206265,Salads,1
2022-06-06,14:24:00,T-2206265,Naan Bread,1
2022-06-06,14:24:00,T-2206265,custard,1
06/06/2022,14:24:00,T-2206265,Beer,1
2022-06-06,15:00:00,T-2206266,Garden Salad,1
2022-06-06,15:00:00,T-2206266,Turkey Dishes,1
2022-06-06,15:00:00,T-2206266,PILAF,1
06/06/2022,15:00:00,T-2206266,,2
06/06/2022,15:00:00,T-2206266,Wine,1
2022-06-06,15:36:00,T-2206267,bruschetta,1
2022-06-06,15:36:00,T-2206267,PORK CHOPS,1
2022-06-06,15:36:00,T-2206267,dinner rolls,1
2022-06-06,15:36:00,T-2206267,CUSTARD,1
2022-06-06,15:36:00,T-2206267,WHISKEY,1
2022-06-06,16:12:00,T-2206268,Chicken Soup,1
06/06/2022,16:12:00,T-2206268,LASAGNA,2
2022-06-06,16:12:00,T-2206268,,2
06/06/2022,16:12:00,T-2206268,RicePudding,1
2022-06-06,16:12:00,T-2206268,Soda,2
2022-06-06,16:48:00,T-2206269,Shrimp Cocktail,1
2022-06-06,16:48:00,T-2206269,Steaks,1
2022-06-06,16:48:00,T-2206269,,2
2022-06-06,16:48:00,T-2206269,Cheesecake,1
06/06/2022,16:48:00,T-2206269,,3
2022-06-06,17:24:00,T-2206270,Bruschetta,1
06/06/2022,17:24:00,T-2206270,Lamb Chops,1
2022-06-06,17:24:00,T-2206270,MixedVegetableMedley,1
2022-06-06,17:24:00,T-2206270,Cherry Pie,1
2022-06-06,17:24:00,T-2206270,Cocktails,1
2022-06-06,18:00:00,T-2206271,GARDEN SALAD,1
06/06/2022,18:00:00,T-2206271,Vegetarian Pasta,1
2022-06-06,18:00:00,T-2206271,FriedRice,1
2022-06-06,18:00:00,T-2206271,CUSTARD,1
2022-06-06,18:00:00,T-2206271,,1
2022-06-06,18:36:00,T-2206272,Chicken Soup,1
06/06/2022,18:36:00,T-2206272,sushi rolls,1
06/06/2022,18:36:00,T-2206272,PLAIN RICE,1
2022-06-06,18:36:00,T-2206272,CarrotCake,1
2022-06-06,18:36:00,T-2206272,whiskey,1
2022-06-06,19:12:00,T-2206273,Garden Salad,1
06/06/2022,19:12:00,T-2206273,Turkey Dishes,2
2022-06-06,19:12:00,T-2206273,FriedRice,2
06/06/2022,19:12:00,T-2206273,Cheesecake,2
2022-06-06,19:12:00,T-2206273,Wine,1
06/06/2022,19:48:00,T-2206274,Garden Salad,1
2022-06-06,19:48:00,T-2206274,Fettuccine,1
2022-06-06,19:48:00,T-2206274,Roasted Potatoes,1
2022-06-06,19:48:00,T-2206274,,1
2022-06-06,19:48:00,T-2206274,Wine,1
06/06/2022,20:24:00,T-2206275,CaesarSalad,1
06/06/2022,20:24:00,T-2206275,pork chops,1
2022-06-06,20:24:00,T-2206275,steamed vegetables,3
2022-06-06,20:24:00,T-2206275,RICE PUDDING,1
2022-06-06,20:24:00,T-2206275,WINE,1
2022-06-06,21:00:00,T-2206276,SEAFOOD SKEWERS,2
2022-06-06,21:00:00,T-2206276,LAMB CHOPS,1
06/06/2022,21:00:00,T-2206276,,1
06/06/2022,21:00:00,T-2206276,Chocolate Cake,1
2022-06-06,21:00:00,T-2206276,,1
2022-06-06,21:36:00,T-2206277,SAMOSAS,1
2022-06-06,21:36:00,T-2206277,Burgers,1
2022-06-06,21:36:00,T-2206277,Garlic Bread,1
2022-06-06,21:36:00,T-2206277,Chocolate Pudding,1
2022-06-06,21:36:00,T-2206277,Soda,1
2022-06-06,22:12:00,T-2206278,Calamari Rings,1
2022-06-06,22:12:00,T-2206278,STEAKS,1
2022-06-06,22:12:00,T-2206278,,1
2022-06-06,22:12:00,T-2206278,KeyLimePie,1
2022-06-06,22:12:00,T-2206278,Coffee,2
2022-06-06,22:48:00,T-2206279,Calamari Rings,1
2022-06-06,22:48:00,T-2206279,Grilled Fish,1
06/06/2022,22:48:00,T-2206279,Mixed Vegetable Medley,1
2022-06-06,22:48:00,T-2206279,RICE PUDDING,1
2022-06-06,22:48:00,T-2206279,Beer,1
2022-06-06,23:24:00,T-2206280,TomatoSoup,1
06/06/2022,23:24:00,T-2206280,VEGETARIAN PASTA,1
2022-06-06,23:24:00,T-2206280,mashed potatoes,1
2022-06-06,23:24:00,T-2206280,Fruit Salad,1
2022-06-06,23:24:00,T-2206280,Beer,1
2022-06-07,00:00:00,T-2206281,SAMOSAS,1
07/06/2022,00:00:00,T-2206281,Sushi Rolls,1
2022-06-07,00:00:00,T-2206281,Fried Rice,1
2022-06-07,00:00:00,T-2206281,Chocolate Pudding,1
2022-06-07,00:00:00,T-2206281,whiskey,1
2022-06-07,00:36:00,T-2206282,seafood skewers,1
2022-06-07,00:36:00,T-2206282,ravioli,1
2022-06-07,00:36:00,T-2206282,French Fries,1
2022-06-07,00:36:00,T-2206282,,2
2022-06-07,00:36:00,T-2206282,Coffee,2
2022-06-07,01:12:00,T-2206283,Seafood Skewers,2
2022-06-07,01:12:00,T-2206283,pork chops,1
2022-06-07,01:12:00,T-2206283,Potato Wedges,3
2022-06-07,01:12:00,T-2206283,Sliced Fruits,1
2022-06-07,01:12:00,T-2206283,lemonade,3
2022-06-07,01:48:00,T-2206284,Chicken Soup,1
2022-06-07,01:48:00,T-2206284,Fettuccine,1
2022-06-07,01:48:00,T-2206284,Dinner Rolls,2
2022-06-07,01:48:00,T-2206284,VARIOUS FLAVORS WITH TOPPINGS,1
2022-06-07,01:48:00,T-2206284,IcedTea,2
07/06/2022,02:24:00,T-2206285,Spring Rolls,1
2022-06-07,02:24:00,T-2206285,Grilled Fish,2
2022-06-07,02:24:00,T-2206285,,1
2022-06-07,02:24:00,T-2206285,Fruit Salad,1
07/06/2022,02:24:00,T-2206285,Wine,1
2022-06-07,03:00:00,T-2206286,Garden Salad,1
2022-06-07,03:00:00,T-2206286,ravioli,1
2022-06-07,03:00:00,T-2206286,MIXED VEGETABLE MEDLEY,1
2022-06-07,03:00:00,T-2206286,FruitPlatter,1
07/06/2022,03:00:00,T-2206286,beer,1
2022-06-07,03:36:00,T-2206287,shrimp cocktail,1
2022-06-07,03:36:00,T-2206287,Vegetable Stir-Fry,2
2022-06-07,03:36:00,T-2206287,potato wedges,1
07/06/2022,03:36:00,T-2206287,,1
07/06/2022,03:36:00,T-2206287,,1
2022-06-07,04:12:00,T-2206288,Calamari Rings,1
2022-06-07,04:12:00,T-2206288,Sushi Rolls,1
2022-06-07,04:12:00,T-2206288,Naan Bread,1
07/06/2022,04:12:00,T-2206288,,1
2022-06-07,04:12:00,T-2206288,,1
2022-06-07,04:48:00,T-2206289,Shrimp Cocktail,1
2022-06-07,04:48:00,T-2206289,Sushi Rolls,2
2022-06-07,04:48:00,T-2206289,Naan Bread,1
2022-06-07,04:48:00,T-2206289,Cherry Pie,2
07/06/2022,04:48:00,T-2206289,,1
2022-06-07,05:24:00,T-2206290,Caesar Salad,1
07/06/2022,05:24:00,T-2206290,Fettuccine,3
2022-06-07,05:24:00,T-2206290,FRENCH FRIES,3
2022-06-07,05:24:00,T-2206290,Key Lime Pie,1
2022-06-07,05:24:00,T-2206290,water,1
2022-06-07,06:00:00,T-2206291,SHRIMP COCKTAIL,1
2022-06-07,06:00:00,T-2206291,Vegetable Stir-Fry,1
07/06/2022,06:00:00,T-2206291,Naan Bread,1
2022-06-07,06:00:00,T-2206291,Chocolate Pudding,1
2022-06-07,06:00:00,T-2206291,Beer,1
2022-06-07,06:36:00,T-2206292,spring rolls,1
2022-06-07,06:36:00,T-2206292,FRIED FISH,1
2022-06-07,06:36:00,T-2206292,NAAN BREAD,2
07/06/2022,06:36:00,T-2206292,Apple Pie,1
2022-06-07,06:36:00,T-2206292,Coffee,1
07/06/2022,07:12:00,T-2206293,BRUSCHETTA,1
2022-06-07,07:12:00,T-2206293,FETTUCCINE,1
2022-06-07,07:12:00,T-2206293,Dinner Rolls,1
2022-06-07,07:12:00,T-2206293,ChocolateCake,1
2022-06-07,07:12:00,T-2206293,juice,1
07/06/2022,07:48:00,T-2206294,ShrimpCocktail,3
2022-06-07,07:48:00,T-2206294,Grilled Fish,1
2022-06-07,07:48:00,T-2206294,NAAN BREAD,1
2022-06-07,07:48:00,T-2206294,,1
2022-06-07,07:48:00,T-2206294,Soda,1
2022-06-07,08:24:00,T-2206295,Tomato Soup,1
2022-06-07,08:24:00,T-2206295,BURGERS,1
2022-06-07,08:24:00,T-2206295,Plain Rice,1
2022-06-07,08:24:00,T-2206295,FRUIT SALAD,2
2022-06-07,08:24:00,T-2206295,Wine,1
2022-06-07,09:00:00,T-2206296,Bruschetta,1
07/06/2022,09:00:00,T-2206296,grilled fish,1
2022-06-07,09:00:00,T-2206296,Potato Wedges,1
2022-06-07,09:00:00,T-2206296,cheesecake,1
2022-06-07,09:00:00,T-2206296,Liqueurs,1
2022-06-07,09:36:00,T-2206297,Tomato Soup,1
2022-06-07,09:36:00,T-2206297,Seafood Pasta,1
2022-06-07,09:36:00,T-2206297,STEAMED VEGETABLES,1
2022-06-07,09:36:00,T-2206297,CHOCOLATE PUDDING,1
2022-06-07,09:36:00,T-2206297,Liqueurs,1
2022-06-07,10:12:00,T-2206298,garden salad,1
2022-06-07,10:12:00,T-2206298,ROASTED DUCK,1
2022-06-07,10:12:00,T-2206298,Fried Rice,1
2022-06-07,10:12:00,T-2206298,Chocolate Cake,1
2022-06-07,10:12:00,T-2206298,,1
2022-06-07,10:48:00,T-2206299,Chicken Soup,1
2022-06-07,10:48:00,T-2206299,Fried Fish,1
2022-06-07,10:48:00,T-2206299,Fried Rice,1
2022-06-07,10:48:00,T-2206299,Sliced Fruits,1
2022-06-07,10:48:00,T-2206299,SODA,1
2022-06-07,11:24:00,T-2206300,Spring Rolls,1
07/06/2022,11:24:00,T-2206300,Pork Chops,2
2022-06-07,11:24:00,T-2206300,Grilled Vegetables,2
2022-06-07,11:24:00,T-2206300,Various Flavors with Toppings,1
2022-06-07,11:24:00,T-2206300,Liqueurs,1
2022-06-07,12:00:00,T-2206301,Tomato Soup,1
2022-06-07,12:00:00,T-2206301,LASAGNA,1
07/06/2022,12:00:00,T-2206301,Fried Rice,1
2022-06-07,12:00:00,T-2206301,Tiramisu,1
2022-06-07,12:00:00,T-2206301,iced tea,1
2022-06-07,12:36:00,T-2206302,Caesar Salad,1
2022-06-07,12:36:00,T-2206302,TURKEY DISHES,1
2022-06-07,12:36:00,T-2206302,Roasted Potatoes,1
07/06/2022,12:36:00,T-2206302,Tiramisu,1
2022-06-07,12:36:00,T-2206302,Juice,2
07/06/2022,13:12:00,T-2206303,SeafoodSkewers,1
2022-06-07,13:12:00,T-2206303,SPAGHETTI,1
2022-06-07,13:12:00,T-2206303,Mixed Vegetable Medley,1
2022-06-07,13:12:00,T-2206303,,1
07/06/2022,13:12:00,T-2206303,coffee,1
2022-06-07,13:48:00,T-2206304,Spring Rolls,3
2022-06-07,13:48:00,T-2206304,FRIED FISH,1
2022-06-07,13:48:00,T-2206304,NAAN BREAD,1
2022-06-07,13:48:00,T-2206304,Cheesecake,3
2022-06-07,13:48:00,T-2206304,Liqueurs,1
2022-06-07,14:24:00,T-2206305,seafood skewers,1
2022-06-07,14:24:00,T-2206305,TURKEY DISHES,2
07/06/2022,14:24:00,T-2206305,Potato Wedges,1
2022-06-07,14:24:00,T-2206305,Cherry Pie,1
2022-06-07,14:24:00,T-2206305,Juice,1
2022-06-07,15:00:00,T-2206306,Tomato Soup,1
2022-06-07,15:00:00,T-2206306,Sushi Rolls,1
2022-06-07,15:00:00,T-2206306,Pilaf,3
2022-06-07,15:00:00,T-2206306,Cheesecake,1
07/06/2022,15:00:00,T-2206306,Whiskey,1
2022-06-07,15:36:00,T-2206307,Seafood Skewers,1
2022-06-07,15:36:00,T-2206307,Fettuccine,3
07/06/2022,15:36:00,T-2206307,Grilled Vegetables,1
2022-06-07,15:36:00,T-2206307,Various Flavors with Toppings,1
2022-06-07,15:36:00,T-2206307,Coffee,1
07/06/2022,16:12:00,T-2206308,Calamari Rings,1
2022-06-07,16:12:00,T-2206308,vegetable stir-fry,2
2022-06-07,16:12:00,T-2206308,mixed vegetable medley,1
2022-06-07,16:12:00,T-2206308,Fruit Platter,2
2022-06-07,16:12:00,T-2206308,Liqueurs,1
2022-06-07,16:48:00,T-2206309,CHICKEN SOUP,1
07/06/2022,16:48:00,T-2206309,Burgers,1
07/06/2022,16:48:00,T-2206309,Mashed Potatoes,2
07/06/2022,16:48:00,T-2206309,CHOCOLATE CAKE,1
2022-06-07,16:48:00,T-2206309,Soda,1
2022-06-07,17:24:00,T-2206310,Bruschetta,1
2022-06-07,17:24:00,T-2206310,fried fish,1
07/06/2022,17:24:00,T-2206310,Fried Rice,1
2022-06-07,17:24:00,T-2206310,Fruit Salad,1
2022-06-07,17:24:00,T-2206310,Liqueurs,1
2022-06-07,18:00:00,T-2206311,TomatoSoup,1
2022-06-07,18:00:00,T-2206311,Steaks,1
2022-06-07,18:00:00,T-2206311,,1
2022-06-07,18:00:00,T-2206311,KeyLimePie,1
2022-06-07,18:00:00,T-2206311,juice,1
2022-06-07,18:36:00,T-2206312,Caesar Salad,2
2022-06-07,18:36:00,T-2206312,Roasted Duck,1
2022-06-07,18:36:00,T-2206312,Plain Rice,2
2022-06-07,18:36:00,T-2206312,SLICED FRUITS,2
2022-06-07,18:36:00,T-2206312,Soda,1
2022-06-07,19:12:00,T-2206313,Garden Salad,1
2022-06-07,19:12:00,T-2206313,Fettuccine,1
2022-06-07,19:12:00,T-2206313,french fries,1
2022-06-07,19:12:00,T-2206313,Sliced Fruits,1
07/06/2022,19:12:00,T-2206313,beer,1
2022-06-07,19:48:00,T-2206314,Samosas,1
2022-06-07,19:48:00,T-2206314,grilled fish,1
2022-06-07,19:48:00,T-2206314,potato wedges,1
2022-06-07,19:48:00,T-2206314,Cherry Pie,1
2022-06-07,19:48:00,T-2206314,Beer,1
2022-06-07,20:24:00,T-2206315,Tomato Soup,1
07/06/2022,20:24:00,T-2206315,CHICKEN BREAST,2
2022-06-07,20:24:00,T-2206315,,1
07/06/2022,20:24:00,T-2206315,Chocolate Cake,1
2022-06-07,20:24:00,T-2206315,Liqueurs,1
2022-06-07,21:00:00,T-2206316,shrimp cocktail,1
2022-06-07,21:00:00,T-2206316,Tofu Dishes,1
2022-06-07,21:00:00,T-2206316,ROASTED POTATOES,1
